host,target
HSP90B1,NKAP
HSP90B1,CYP20A1
HSP90B1,CENPM
HSP90B1,IL2RA
HSP90B1,RPS15A
HSP90B1,RAB11FIP1
HSP90B1,PDP2
HSP90B1,DUSP18
HSP90B1,CXorf21
HSP90B1,ZNF573
HSP90B1,SLC1A5
HSP90B1,PGBD5
HSP90B1,PLIN3
HSP90B1,SGO1
HSP90B1,MFSD4B
HSP90B1,GDE1
HSP90B1,MYH11
HSP90B1,MAVS
HSP90B1,QPRT
HSP90B1,BMS1
HSP90B1,RNF157
HSP90B1,LRCH3
HSP90B1,FMN1
HSP90B1,CDK4
HSP90B1,SLC16A5
HSP90B1,BAMBI
HSP90B1,ROMO1
HSP90B1,IBA57
HSP90B1,RGS9BP
HSP90B1,OLA1
HSP90B1,LILRA2
HSP90B1,PLXDC2
HSP90B1,ARSK
HSP90B1,PTGR2
HSP90B1,HACD4
HSP90B1,SLC35E3
HSP90B1,TMCO1
HSP90B1,SLC35E2B
HSP90B1,ACP6
HSP90B1,FAM217B
HSP90B1,ADCY2
HSP90B1,SEC23B
HSP90B1,NFX1
HSP90B1,FADS6
HSP90B1,PIGG
HSP90B1,ABCA6
HSP90B1,ZNF551
HSP90B1,DNPEP
HSP90B1,YME1L1
HSP90B1,XIAP
HSP90B1,TMEM40
HSP90B1,TIMM8A
HSP90B1,SLC25A33
HSP90B1,RPS6KA5
HSP90B1,PXMP4
HSP90B1,MSH5
HSP90B1,MAP4K2
HSP90B1,DPY19L4
HSP90B1,CEP135
HSP90B1,SPIB
HSP90B1,ARL17B
HSP90B1,LIN52
HSP90B1,PGBD4
HSP90B1,MTAP
HSP90B1,MCM8
HSP90B1,LRRC3C
HSP90B1,OMD
HSP90B1,MED18
HSP90B1,JPH2
HSP90B1,ZNF74
HSP90B1,IYD
HSP90B1,MASTL
HSP90B1,CCR6
HSP90B1,MRI1
HSP90B1,ZNF786
HSP90B1,C16orf45
HSP90B1,TIGD6
HSP90B1,ZYG11B
HSP90B1,TEP1
HSP90B1,PTCD3
HSP90B1,TDRD1
HSP90B1,ELK1
HSP90B1,ESF1
HSP90B1,XKR4
HSP90B1,WDR17
HSP90B1,SSTR2
HSP90B1,SLC16A10
HSP90B1,SBNO1
HSP90B1,RNF170
HSP90B1,RBM23
HSP90B1,RAB10
HSP90B1,NFE2L1
HSP90B1,MPLKIP
HSP90B1,MAPK1
HSP90B1,LRAT
HSP90B1,KDELR1
HSP90B1,GMEB1
HSP90B1,GK5
HSP90B1,STXBP2
HSP90B1,ESYT2
HSP90B1,NCBP3
HSP90B1,ALG14
HSP90B1,CNDP1
HSP90B1,BROX
HSP90B1,TECPR1
HSP90B1,CCDC142
HSP90B1,PTDSS2
HSP90B1,IFNAR1
HSP90B1,PTGIS
HSP90B1,ZNF841
HSP90B1,SMG1
HSP90B1,FLYWCH2
HSP90B1,SLC38A9
HSP90B1,LIMS1
HSP90B1,HEYL
HSP90B1,PLEKHS1
HSP90B1,F2
HSP90B1,DCAF7
HSP90B1,SIK2
HSP90B1,GP2
HSP90B1,POLR2D
HSP90B1,NKPD1
HSP90B1,ZNF655
HSP90B1,SYNPO2L
HSP90B1,TMEM56
HSP90B1,INO80
HSP90B1,RNF19B
HSP90B1,KDELC2
HSP90B1,TCF23
HSP90B1,INMT
HSP90B1,ANKRD9
HSP90B1,ZNF284
HSP90B1,NAGK
HSP90B1,MYCBP
HSP90B1,PRR23A
HSP90B1,PEX2
HSP90B1,SNTB2
HSP90B1,MOGAT1
HSP90B1,TMEM250
HSP90B1,PLEKHM3
HSP90B1,ARIH2OS
HSP90B1,TAF1
HSP90B1,SLC35E1
HSP90B1,ULBP3
HSP90B1,PLA2G16
HSP90B1,ZNF281
HSP90B1,FLG2
HSP90B1,SAR1A
HSP90B1,MFSD13A
HSP90B1,KIAA1143
HSP90B1,KCNA7
HSP90B1,NAP1L4
HSP90B1,C3orf62
HSP90B1,PRKCA
HSP90B1,PHLDA2
HSP90B1,PCSK6
HSP90B1,MRPS25
HSP90B1,LYRM4
HSP90B1,ALDH6A1
HSP90B1,ADAM17
HSP90B1,ACOT9
HSP90B1,PNPT1
HSP90B1,RNF216
HSP90B1,COL13A1
HSP90B1,GPR155
HSP90B1,ANKRD36
HSP90B1,DNAJB13
HSP90B1,MAFF
HSP90B1,ST3GAL1
HSP90B1,THAP6
HSP90B1,FANCC
HSP90B1,XPO5
HSP90B1,RRP36
HSP90B1,ACTR5
HSP90B1,MED29
HSP90B1,ZNF24
HSP90B1,SPECC1
HSP90B1,CUBN
HSP90B1,TMEM184A
HSP90B1,SLC2A8
HSP90B1,IL7R
HSP90B1,AKT1S1
HSP90B1,ARHGDIA
HSP90B1,BCL2L1
HSP90B1,CBX8
HSP90B1,CELF1
HSP90B1,CENPO
HSP90B1,ECE1
HSP90B1,FBXL19
HSP90B1,FSCN1
HSP90B1,GAN
HSP90B1,GTF3C1
HSP90B1,INTS3
HSP90B1,KDM6B
HSP90B1,LMNB2
HSP90B1,MAP2K7
HSP90B1,NFIC
HSP90B1,PABPN1
HSP90B1,PKM
HSP90B1,POLR2E
HSP90B1,PPP1R9B
HSP90B1,SCAMP4
HSP90B1,XPC
HSP90B1,AGO3
HSP90B1,AK3
HSP90B1,APOBEC3A
HSP90B1,ARSA
HSP90B1,AS3MT
HSP90B1,BORCS7
HSP90B1,C4orf19
HSP90B1,CCDC170
HSP90B1,CISD2
HSP90B1,COQ7
HSP90B1,DBT
HSP90B1,DCAF16
HSP90B1,EEF2K
HSP90B1,EMC3
HSP90B1,FAM210B
HSP90B1,FFAR1
HSP90B1,GALNT6
HSP90B1,GPR161
HSP90B1,GPR75
HSP90B1,GPSM2
HSP90B1,GRSF1
HSP90B1,HEATR5A
HSP90B1,ITGA3
HSP90B1,KLHL7
HSP90B1,KRI1
HSP90B1,LYN
HSP90B1,MAPKAPK5
HSP90B1,MGAT1
HSP90B1,MLXIP
HSP90B1,MPRIP
HSP90B1,MREG
HSP90B1,MSRB1
HSP90B1,NAA10
HSP90B1,NDUFS1
HSP90B1,NEURL1
HSP90B1,NKD1
HSP90B1,NOL10
HSP90B1,NUDT3
HSP90B1,ORC1
HSP90B1,PIK3R2
HSP90B1,POLD4
HSP90B1,PRPF38A
HSP90B1,QSOX1
HSP90B1,RACGAP1
HSP90B1,SEC14L4
HSP90B1,SIGLEC6
HSP90B1,SLC12A7
HSP90B1,SMYD4
HSP90B1,TFDP2
HSP90B1,TIMM50
HSP90B1,TUBD1
HSP90B1,UROS
HSP90B1,VWC2
HSP90B1,ZNF106
HSP90B1,ZNF154
HSP90B1,ZNF226
HSP90B1,ZNF320
HSP90B1,ZNF347
HSP90B1,ZNF34
HSP90B1,ZNF713
HSP90B1,ABI2
HSP90B1,CALCOCO2
HSP90B1,FAM9B
HSP90B1,FUT11
HSP90B1,GFPT1
HSP90B1,ISPD
HSP90B1,LUC7L
HSP90B1,MAGT1
HSP90B1,METTL2B
HSP90B1,PIGX
HSP90B1,PTPN2
HSP90B1,SMAGP
HSP90B1,TTLL12
HSP90B1,UBE2G2
HSP90B1,ZC3H15
HSP90B1,ZNF417
HSP90B1,MAN2B2
HSP90B1,MMP17
EPHB2,RAB22A
EPHB2,SOWAHC
EPHB2,CRY2
EPHB2,FOXJ3
EPHB2,PKIA
EPHB2,ZNF480
EPHB2,AGO1
EPHB2,FLYWCH2
EPHB2,RCSD1
EPHB2,AGBL5
EPHB2,TAOK1
EPHB2,GNB1L
EPHB2,STAT3
EPHB2,EPGN
EPHB2,RREB1
EPHB2,SEC63
EPHB2,CREBBP
EPHB2,OPN5
EPHB2,SMARCE1
EPHB2,LSM14A
EPHB2,S1PR2
EPHB2,MAPKAPK5
EPHB2,EBNA1BP2
EPHB2,PLA2G2C
EPHB2,ZNF460
EPHB2,USP9X
EPHB2,KPNA4
EPHB2,FHL2
EPHB2,EMC7
EPHB2,DNAJC24
EPHB2,C18orf32
EPHB2,BCKDK
EPHB2,ELP3
EPHB2,MAP10
EPHB2,TGIF1
EPHB2,TBL1XR1
EPHB2,PDZD8
EPHB2,LRIG2
EPHB2,SH3RF2
EPHB2,NT5DC3
EPHB2,ZBTB8OS
EPHB2,PEX26
EPHB2,ZNF136
EPHB2,NUMB
EPHB2,MAVS
EPHB2,HMGB2
EPHB2,HNRNPA0
EPHB2,MARCH4
EPHB2,ABCF3
EPHB2,DHX36
EPHB2,TRIM10
EPHB2,PTPN3
EPHB2,SLC44A1
EPHB2,FKBP9
EPHB2,MICA
EPHB2,LIMS3
EPHB2,LIMS4
EPHB2,EPB41L3
EPHB2,RAD51
EPHB2,HASPIN
EPHB2,ZNF878
EPHB2,WDR73
EPHB2,SP140L
EPHB2,ADD1
EPHB2,TADA2A
EPHB2,NOL9
EPHB2,NEBL
EPHB2,ANGPTL7
EPHB2,C9orf47
EPHB2,TM4SF20
EPHB2,ADAMTS18
EPHB2,FAM151B
EPHB2,L2HGDH
EPHB2,PALM2-AKAP2
EPHB2,PAK3
EPHB2,FAM83F
EPHB2,DHX33
EPHB2,BLOC1S5
EPHB2,AKAP2
EPHB2,COA4
EPHB2,TBL2
EPHB2,VPS8
EPHB2,SYT11
EPHB2,SLC39A9
EPHB2,TOR1AIP2
EPHB2,FOSL2
EPHB2,RORB
EPHB2,SLCO5A1
EPHB2,LINC00346
EPHB2,CARD8
EPHB2,LAX1
EPHB2,EXOSC6
EPHB2,TAF8
EPHB2,ZNF708
EPHB2,ZSCAN22
EPHB2,PLA2G16
EPHB2,MAGI3
EPHB2,ACAD8
EPHB2,FBXO25
EPHB2,PM20D2
EPHB2,SLC10A6
EPHB2,MYOM2
EPHB2,TRIM45
EPHB2,SLC5A5
EPHB2,B4GALT7
EPHB2,TVP23C
EPHB2,OTUD7B
EPHB2,NUP155
EPHB2,FAM234B
EPHB2,KCNJ15
EPHB2,IREB2
EPHB2,HHIP
EPHB2,FRRS1
EPHB2,FAM208A
EPHB2,DNA2
EPHB2,FAM241A
EPHB2,C1GALT1
EPHB2,ARSB
EPHB2,AMD1
EPHB2,ZNF574
EPHB2,SCIMP
EPHB2,TARP
EPHB2,RSRC1
EPHB2,ZNF845
EPHB2,DCTN3
EPHB2,RDH13
EPHB2,ICOSLG
EPHB2,ZNF552
EPHB2,RNF207
EPHB2,BCAS4
EPHB2,KIAA1324
EPHB2,ZNF528
EPHB2,ZNF70
EPHB2,LRTOMT
EPHB2,CD300LG
EPHB2,PHAX
EPHB2,NUP205
EPHB2,SCUBE3
EPHB2,GLP2R
EPHB2,ALG1
EPHB2,APOC3
EPHB2,RBM28
EPHB2,SAMD15
EPHB2,CCDC80
EPHB2,GOLGA5
EPHB2,ZNF394
EPHB2,XIAP
EPHB2,USP6NL
EPHB2,UBXN7
EPHB2,TNPO3
EPHB2,TMEM127
EPHB2,TIAL1
EPHB2,TBC1D15
EPHB2,STX6
EPHB2,STOM
EPHB2,SOAT1
EPHB2,SMU1
EPHB2,SAR1B
EPHB2,PTPRF
EPHB2,NOA1
EPHB2,NLRC3
EPHB2,MYPN
EPHB2,MYO10
EPHB2,MRO
EPHB2,MON2
EPHB2,IFNLR1
EPHB2,EMP2
EPHB2,EMC10
EPHB2,DCAF16
EPHB2,CLN8
EPHB2,C12orf49
EPHB2,ANAPC16
EPHB2,AHCY
EPHB2,TIMM50
EPHB2,TRA2B
EPHB2,C17orf105
EPHB2,H6PD
EPHB2,XPNPEP3
EPHB2,PPFIBP1
EPHB2,AXL
EPHB2,CRIPT
EPHB2,FAM118A
EPHB2,CDC6
EPHB2,TMEM170A
EPHB2,PDK3
EPHB2,NUDT4
EPHB2,MRPS14
EPHB2,LIX1L
EPHB2,GK5
EPHB2,ANP32E
EPHB2,AHSA2
EPHB2,ALDOA
EPHB2,FBXL20
EPHB2,GEN1
EPHB2,ENTPD7
EPHB2,SLC35F2
EPHB2,ARMC10
EPHB2,PPP1R8
EPHB2,MEOX2
EPHB2,SPC24
EPHB2,ACVRL1
EPHB2,C22orf46
EPHB2,NCKAP1
EPHB2,METTL7A
EPHB2,PCYOX1L
EPHB2,PTGIS
EPHB2,ZNF449
EPHB2,ELOVL7
EPHB2,TMEM131L
EPHB2,MACC1
EPHB2,DKK3
EPHB2,TRMT13
EPHB2,ZNF470
EPHB2,KLC3
EPHB2,MARK4
EPHB2,ANK1
EPHB2,HAUS3
EPHB2,PRR14L
EPHB2,PSME3
EPHB2,UHMK1
EPHB2,ZNF747
EPHB2,ADA2
EPHB2,AGAP9
EPHB2,APOL6
EPHB2,ARHGAP29
EPHB2,ARL5C
EPHB2,ATIC
EPHB2,ATP5G3
EPHB2,C1GALT1C1
EPHB2,CC2D1B
EPHB2,CD3D
EPHB2,CENPA
EPHB2,CGNL1
EPHB2,CHMP1B
EPHB2,CLCC1
EPHB2,CTH
EPHB2,DPPA4
EPHB2,FAT3
EPHB2,FBXL3
EPHB2,FGFR1OP
EPHB2,FKBP5
EPHB2,FUS
EPHB2,GRK4
EPHB2,GRSF1
EPHB2,GRWD1
EPHB2,HSD17B12
EPHB2,IER5
EPHB2,KIAA0513
EPHB2,LZIC
EPHB2,MED29
EPHB2,NCBP3
EPHB2,NCKIPSD
EPHB2,NUDCD2
EPHB2,OTULIN
EPHB2,PARVB
EPHB2,PCCB
EPHB2,PGAP1
EPHB2,PON1
EPHB2,POU2F3
EPHB2,PROSER2
EPHB2,PROSER3
EPHB2,PSD4
EPHB2,PTCD2
EPHB2,PTPRB
EPHB2,QPCTL
EPHB2,RAB5B
EPHB2,RAP1A
EPHB2,RBM48
EPHB2,RGS9BP
EPHB2,RIPPLY3
EPHB2,RMDN1
EPHB2,RPL12
EPHB2,SAMD5
EPHB2,SFXN1
EPHB2,SLC27A1
EPHB2,SLC48A1
EPHB2,SRP19
EPHB2,TMED4
EPHB2,TMEM250
EPHB2,TPGS1
EPHB2,TPM3
EPHB2,TROVE2
EPHB2,TRUB2
EPHB2,WDR76
EPHB2,ZBTB8A
EPHB2,ZKSCAN7
EPHB2,ZMAT2
EPHB2,ZNF124
EPHB2,ZNF329
EPHB2,ZNF442
EPHB2,ZNF699
EPHB2,PTCHD1
EPHB2,PIP4K2A
EPHB2,SMCR8
EPHB2,NUFIP2
EPHB2,TPM4
EPHB2,ABHD2
EPHB2,KIAA1191
EPHB2,ZFYVE9
EPHB2,PERP
EPHB2,NR2F2
EPHB2,ATG12
EPHB2,ANKRD11
EPHB2,VGLL4
EPHB2,LPP
EPHB2,HBP1
EPHB2,G3BP2
EPHB2,TUBB2A
EPHB2,GATA6
EPHB2,TRIM66
EPHB2,SPTBN2
EPHB2,SLC7A14
EPHB2,SLC30A4
EPHB2,SOD2
EPHB2,RAVER2
EPHB2,FOXN3
EPHB2,PLS1
EPHB2,ANKS1A
EPHB2,ZNF84
EPHB2,YAF2
EPHB2,SLAIN2
EPHB2,ARGLU1
EPHB2,NPTXR
EPHB2,KIAA1456
EPHB2,F2RL2
EPHB2,KAT7
EPHB2,TFCP2
EPHB2,MRPS10
EPHB2,SPIN4
EPHB2,RTN3
EPHB2,MYLK
EPHB2,PDE3A
EPHB2,DDOST
EPHB2,SOCS7
EPHB2,UGCG
EPHB2,CAMK2N1
EPHB2,KIAA1551
EPHB2,PLEKHG2
EPHB2,PPP1R3G
EPHB2,SPTLC3
EPHB2,ZNF607
EPHB2,ACTC1
OSBP,BTG2
OSBP,NUFIP2
OSBP,SEPT2
OSBP,KIF2C
OSBP,ZBTB34
OSBP,ZNF566
OSBP,CENPQ
OSBP,GOLGA7
OSBP,ZNF34
OSBP,IGFBP4
OSBP,AKR7A2
OSBP,UHMK1
OSBP,ALDH9A1
OSBP,RTKN
OSBP,BARHL1
OSBP,RGS6
OSBP,SLC25A36
OSBP,CTNND1
OSBP,ACTR2
OSBP,EIF4E3
OSBP,MYH2
OSBP,PPP1CB
OSBP,C19orf12
OSBP,NR3C1
OSBP,ITGA11
OSBP,FAM198A
OSBP,ARSA
OSBP,SRP19
OSBP,C1QTNF6
OSBP,GTF3C3
OSBP,TM9SF4
OSBP,NKRF
OSBP,CDKAL1
OSBP,AGXT2
OSBP,NEK4
OSBP,C11orf84
OSBP,IKBKG
OSBP,MYBL1
OSBP,FKBP15
OSBP,ANKFY1
OSBP,STK35
OSBP,SREK1
OSBP,AP3M1
OSBP,CBX6
OSBP,CLUH
OSBP,POLE3
OSBP,RNMT
OSBP,SMC1A
OSBP,IER5
OSBP,TMEM216
OSBP,RASA4
OSBP,ZNF587
OSBP,SNRPB2
OSBP,BICD2
OSBP,SUMO2
OSBP,MECP2
OSBP,LSAMP
OSBP,PRSS42
OSBP,ISLR2
OSBP,GPD1
OSBP,TWF1
OSBP,PHF12
OSBP,CSNK2A1
OSBP,PLPP3
OSBP,GATAD2B
OSBP,HSPA2
OSBP,PPM1A
OSBP,CNNM3
OSBP,DCTN5
OSBP,ZNF793
OSBP,TBR1
OSBP,USF3
OSBP,GABARAPL3
OSBP,KCNJ10
OSBP,TFAP2A
OSBP,CACNA1G
OSBP,PALLD
OSBP,SPRY4
OSBP,ERCC6L2
OSBP,C15orf52
OSBP,RPAP2
OSBP,POU2F2
OSBP,CELSR3
OSBP,IGF2
OSBP,APOA5
OSBP,TAOK1
OSBP,UBD
OSBP,HARS
OSBP,ZBTB16
OSBP,CYSLTR2
OSBP,SDK2
OSBP,NEBL
OSBP,DMRTB1
OSBP,BTLA
OSBP,MARK4
OSBP,CTNNB1
OSBP,CHERP
OSBP,H2AFX
OSBP,RELA
CPPED1,ABL1
CPPED1,URM1
CPPED1,TMEM64
CPPED1,IGF2BP1
CPPED1,OTX1
CPPED1,STARD8
CPPED1,DCAF16
CPPED1,NAT10
CPPED1,PHF5A
CPPED1,LIN28B
CPPED1,CD164
CPPED1,PRKCB
CPPED1,SLC9A8
CPPED1,PAFAH1B1
CPPED1,MPV17L
CPPED1,RHOBTB3
CPPED1,CERS4
CPPED1,LRRC2
CPPED1,ABHD15
CPPED1,TRIP4
CPPED1,CDKN1A
CPPED1,SBF1
CPPED1,PSD
CPPED1,UBBP4
IPO9,SF3B3
IPO9,EPN1
IPO9,NRBP1
IPO9,PRRC2B
IPO9,WAC
IPO9,KMT2A
IPO9,TMBIM6
IPO9,LASP1
IPO9,ZBTB33
IPO9,ATXN7L3B
IPO9,KNSTRN
IPO9,SLC25A36
IPO9,F2R
IPO9,FAM217B
IPO9,RGMB
IPO9,POGZ
IPO9,SP1
IPO9,AKAP11
IPO9,CDT1
IPO9,LRRC8B
IPO9,E2F3
IPO9,THRAP3
IPO9,OGT
IPO9,AP1M1
IPO9,TSTD2
IPO9,POU3F2
IPO9,PDHA1
IPO9,CMTM4
IPO9,WBP1L
IPO9,DPP6
IPO9,FARSA
IPO9,CDCA3
IPO9,EIF5AL1
IPO9,HMGXB3
IPO9,ZNF3
IPO9,CACNA2D2
IPO9,RAP1GDS1
IPO9,SDK1
IPO9,ALKBH5
IPO9,PIGS
IPO9,ARSK
IPO9,KIAA2013
IPO9,SLC35C2
IPO9,KLHL12
IPO9,ACADSB
IPO9,NEGR1
IPO9,BACE2
IPO9,KLHL25
IPO9,C3orf80
IPO9,MRI1
IPO9,GABARAP
IPO9,MUL1
IPO9,PRSS16
IPO9,FIZ1
IPO9,STS
IPO9,ZNF827
IPO9,ZC3HAV1L
IPO9,VPS35
IPO9,UBE2V1
IPO9,TNPO2
IPO9,TMEM189-UBE2V1
IPO9,TMEM189
IPO9,TBC1D2B
IPO9,SMG1
IPO9,SLC2A14
IPO9,SH3TC2
IPO9,SFT2D2
IPO9,RNF41
IPO9,RAB2B
IPO9,MINK1
IPO9,MEX3A
IPO9,MAVS
IPO9,LATS2
IPO9,IPPK
IPO9,HYOU1
IPO9,HDLBP
IPO9,GTPBP2
IPO9,GATAD2A
IPO9,G3BP1
IPO9,FURIN
IPO9,ERGIC2
IPO9,EFNA1
IPO9,E2F2
IPO9,DYRK2
IPO9,DNAJC8
IPO9,CDC5L
IPO9,NCBP3
IPO9,BSCL2
IPO9,BMP2
IPO9,ARL10
IPO9,AR
IPO9,AP1S1
IPO9,FOXC1
IPO9,SPSB1
IPO9,SUMO1
IPO9,RAB7A
IPO9,GP5
IPO9,SLC38A4
IPO9,MGAT5B
IPO9,GLRA3
IPO9,SSTR1
IPO9,PSMD3
IPO9,ACVR1B
IPO9,PNRC1
IPO9,PDGFB
IPO9,EHD1
IPO9,BDNF-AS
IPO9,AP3M2
IPO9,CASP2
IPO9,LONRF3
IPO9,RNF44
IPO9,TLE3
IPO9,CEBPG
IPO9,CENPA
IPO9,ZNF354B
IPO9,PDGFRA
IPO9,UNG
IPO9,FRK
IPO9,NXT2
IPO9,C12orf49
IPO9,RTTN
IPO9,LDHD
IPO9,PPP1R15B
IPO9,NR2E1
IPO9,NPEPPS
IPO9,EIF4A3
IPO9,ZFP91
IPO9,GRB2
IPO9,DR1
IPO9,TRAPPC2
IPO9,TBRG1
IPO9,GNPTAB
IPO9,EXT1
IPO9,ENC1
IPO9,COA1
IPO9,SLC5A3
IPO9,PTP4A1
IPO9,UBE3C
IPO9,SESN3
IPO9,NACC2
IPO9,KCNB1
IPO9,ZNF746
IPO9,RPH3A
IPO9,CPE
IPO9,FGF2
IPO9,LACC1
IPO9,CISD1
IPO9,RMDN1
IPO9,TET3
IPO9,TRIM14
IPO9,METTL1
IPO9,BMPR1A
IPO9,DYRK4
IPO9,KCTD11
IPO9,TAF1D
IPO9,ANGEL1
IPO9,DCAF16
IPO9,CYB561
IPO9,TGFBR1
IPO9,OCRL
IPO9,KDELR1
IPO9,SEPT6
IPO9,ZNF460
IPO9,ARL6IP4
IPO9,MPEG1
IPO9,PARVB
IPO9,CCAR2
IPO9,CCND1
IPO9,CHD3
IPO9,ECE1
IPO9,ELL
IPO9,FBXL19
IPO9,GAN
IPO9,GPR183
IPO9,GPR61
IPO9,HDGF
IPO9,HIC2
IPO9,IQCE
IPO9,JAKMIP3
IPO9,JUND
IPO9,KMT2D
IPO9,LMNB2
IPO9,MAOB
IPO9,MCL1
IPO9,MEF2D
IPO9,MLF2
IPO9,NACC1
IPO9,PEX26
IPO9,RAB3A
IPO9,RNF187
IPO9,SENP2
IPO9,SLC25A6
IPO9,SOCS7
IPO9,STIP1
IPO9,TEX261
IPO9,TMEM127
IPO9,ZBED1
IPO9,FHL2
IPO9,GRK2
IPO9,HCFC1
IPO9,NCL
IPO9,YPEL4
IPO9,KIAA0895L
IPO9,ZNF730
IPO9,STAMBP
IPO9,EIF2S1
IPO9,IGF1
IPO9,TRIM66
IPO9,F2RL2
IPO9,RPN2
IPO9,CCDC115
IPO9,UBN2
IPO9,TNRC6A
IPO9,SLC7A1
IPO9,SET
IPO9,NUFIP2
IPO9,G2E3
IPO9,DAZAP2
IPO9,NUP54
IPO9,NDUFA12
IPO9,PHACTR2
IPO9,ADAT2
IPO9,UBE3A
IPO9,HOXB3
IPO9,YAF2
IPO9,GATA6
IPO9,ELAVL2
IPO9,ADSS
IPO9,CBX3
IPO9,BBS10
IPO9,SDCCAG3
IPO9,POLDIP2
IPO9,MAP3K21
IPO9,DEK
IPO9,ZNF516
IPO9,HGFAC
IPO9,LMAN2
IPO9,ERBB2
IPO9,TRPS1
IPO9,SYAP1
IPO9,B3GALT5
IPO9,SIX1
IPO9,EXOC6
IPO9,MAL2
IPO9,SPOP
IPO9,LRIF1
IPO9,ICOSLG
IPO9,XIAP
IPO9,CAND1
IPO9,STX6
IPO9,SEC24A
IPO9,RABGEF1
IPO9,ZNF799
IPO9,FAM196B
IPO9,YTHDC1
IPO9,TNPO1
IPO9,PLEKHG4B
IPO9,NCAPG2
IPO9,ADAMTS20
IPO9,USP6NL
IPO9,FAM71F2
IPO9,KSR2
IPO9,TRABD2A
IPO9,SOX1
IPO9,SPDYE1
IPO9,C1orf52
IPO9,FAM200B
IPO9,TAF2
IPO9,DNAJC9
IPO9,BCAS2
IPO9,ZNF470
IPO9,ST8SIA3
IPO9,NCKAP1L
IPO9,AP3B1
IPO9,TNS1
IPO9,PDE1B
IPO9,CDH7
IPO9,ARHGDIA
IPO9,MT1E
IPO9,SON
IPO9,ATOH8
IPO9,GSKIP
IPO9,MYO1F
IPO9,REEP5
IPO9,SEZ6
IPO9,WFDC6
CAMTA2,HSPA1B
CAMTA2,UCK2
CAMTA2,RAP1GDS1
CAMTA2,ZBTB40
CAMTA2,GLO1
CAMTA2,EIF4EBP2
CAMTA2,MTRF1L
CAMTA2,SAMD4B
CAMTA2,KIAA1191
CAMTA2,ZNF451
CAMTA2,WNT7B
CAMTA2,UBE2Q1
CAMTA2,TSPAN3
CAMTA2,TMEM170A
CAMTA2,SF3B3
CAMTA2,RNF41
CAMTA2,RHOBTB3
CAMTA2,MEMO1
CAMTA2,MCFD2
CAMTA2,KIAA0930
CAMTA2,RETREG3
CAMTA2,ELOVL1
CAMTA2,DPM2
CAMTA2,CRTAP
CAMTA2,CDKN1A
CAMTA2,BUB3
CAMTA2,LBX1
CAMTA2,LNPK
CAMTA2,PATL1
CAMTA2,DESI1
CAMTA2,SLC13A4
CAMTA2,BCL2L13
CAMTA2,TSC22D3
CAMTA2,HIST1H2BB
CAMTA2,HIST1H2AI
CAMTA2,HIST1H2AA
CAMTA2,PARP2
CAMTA2,ZFP14
CAMTA2,FGF5
CAMTA2,HIST2H2BE
CAMTA2,RAC3
CAMTA2,ISLR2
CAMTA2,YKT6
CAMTA2,HIC2
CAMTA2,ATP6V1G3
CAMTA2,EIF2S3
CAMTA2,ARSK
CAMTA2,PAK4
CAMTA2,WSB1
CAMTA2,ANKFY1
CAMTA2,PUS3
CAMTA2,THAP5
CAMTA2,PTPN3
CAMTA2,SLC2A5
CAMTA2,SCAMP3
CAMTA2,STK4
CAMTA2,NLK
CAMTA2,ABL1
CAMTA2,AP2B1
CAMTA2,C1QTNF1
CAMTA2,GPRC5A
CAMTA2,HMGA1
CAMTA2,HNRNPA0
CAMTA2,LDHA
CAMTA2,MAFK
CAMTA2,NACC1
CAMTA2,NFIC
CAMTA2,PLEKHB2
CAMTA2,TOB2
CAMTA2,TTYH3
CAMTA2,WBP2
CAMTA2,ZMIZ2
CAMTA2,ATP5D
CAMTA2,HMGN2
CAMTA2,TOR2A
CAMTA2,RPRD2
CAMTA2,ZC3H12D
CAMTA2,SCD
CAMTA2,UHMK1
CAMTA2,SH3BP5L
CAMTA2,RAP2A
CAMTA2,MOCOS
CAMTA2,CORO7
CAMTA2,CLCN6
CAMTA2,DCTN5
CAMTA2,GATA6
CAMTA2,ELOVL5
CAMTA2,KIFC1
CAMTA2,PFKFB3
CAMTA2,MARCH4
CAMTA2,BCL2L15
CAMTA2,LIMA1
CAMTA2,GATAD2B
CAMTA2,OIP5
CAMTA2,FEM1A
CAMTA2,STX1B
CAMTA2,VAV3
CAMTA2,GPC4
CAMTA2,EHD3
CAMTA2,ZMAT3
CAMTA2,TCTE1
CAMTA2,SLC44A1
CAMTA2,API5
CAMTA2,CCS
CAMTA2,PHF20
CAMTA2,C6
CAMTA2,WNT9A
CAMTA2,UHRF1BP1L
CAMTA2,LINC00598
CAMTA2,TRIP11
CAMTA2,FOXK2
CAMTA2,C6orf89
CAMTA2,PI4K2B
CAMTA2,CACNB2
CAMTA2,ITGAL
CAMTA2,MDM2
CAMTA2,ZNF431
CAMTA2,RAB11FIP1
CAMTA2,ZNF785
CAMTA2,DNAJA4
CAMTA2,SLAMF1
CAMTA2,STOML1
CAMTA2,LRCH3
CAMTA2,YY2
CAMTA2,EZH2
CAMTA2,WDR5
CAMTA2,SRM
CAMTA2,SURF6
CAMTA2,RNF168
CAMTA2,KLF2
CAMTA2,GSR
CAMTA2,ZNF831
CAMTA2,ZBTB21
CAMTA2,UBN1
CAMTA2,SYNGR1
CAMTA2,SLC35A2
CAMTA2,SERPINC1
