host,target
SERPINE3,KCMF1
SERPINE3,POLR3D
SERPINE3,MYCBP
SERPINE3,GREB1
SERPINE3,HECTD3
SERPINE3,PEX2
SERPINE3,CLEC7A
SERPINE3,WWC1
SERPINE3,ZNF106
SERPINE3,RDH10
SERPINE3,RAP2B
SERPINE3,GSTM3
SERPINE3,PLEKHM3
SERPINE3,ARIH2OS
SERPINE3,TNFSF15
SERPINE3,ZNF708
SERPINE3,ST3GAL2
SERPINE3,CPSF2
SERPINE3,PROSER2
SERPINE3,TIMM29
SERPINE3,ALG1
SERPINE3,UGGT1
SERPINE3,SCO1
SERPINE3,GNB4
SERPINE3,ITGB3
SERPINE3,VSIG1
SERPINE3,RSPH3
SERPINE3,RNF222
SERPINE3,GLYAT
SERPINE3,MSANTD4
SERPINE3,A2ML1
SERPINE3,ZNF281
SERPINE3,OXA1L
SERPINE3,GATA6
SERPINE3,SAR1A
SERPINE3,GNE
SERPINE3,HIST1H2BJ
SERPINE3,FUT2
SERPINE3,SLC26A2
SERPINE3,DBR1
SERPINE3,ACOT9
SERPINE3,RNF216
SERPINE3,GPR155
SERPINE3,ANKRD36
SERPINE3,RRP36
SERPINE3,ESCO1
SERPINE3,CCDC59
SERPINE3,SLC7A14
SERPINE3,ZNF394
SERPINE3,PSMC2
SERPINE3,MED7
SERPINE3,ADRM1
SERPINE3,BICDL1
SERPINE3,CDCP1
SERPINE3,CLDN4
SERPINE3,ECE1
SERPINE3,GLG1
SERPINE3,HDGF
SERPINE3,HOXB6
SERPINE3,MAP4
SERPINE3,NFE2L1
SERPINE3,NR1H2
SERPINE3,PEA15
SERPINE3,POLR2E
SERPINE3,PXN
SERPINE3,SHANK3
SERPINE3,SLC16A3
SERPINE3,YARS
SERPINE3,ZBTB7A
SERPINE3,AK3
SERPINE3,ALOX5AP
SERPINE3,AS3MT
SERPINE3,BORCS7
SERPINE3,C4orf19
SERPINE3,CISD2
SERPINE3,DCAF16
SERPINE3,DOCK11
SERPINE3,EMC3
SERPINE3,FAM83F
SERPINE3,FLCN
SERPINE3,GPSM2
SERPINE3,HEATR5A
SERPINE3,ISCU
SERPINE3,KLHL7
SERPINE3,LYN
SERPINE3,MRPS23
SERPINE3,NDUFS1
SERPINE3,NUDT3
SERPINE3,PIK3R2
SERPINE3,PUS10
SERPINE3,RACGAP1
SERPINE3,SEC14L4
SERPINE3,SPTLC2
SERPINE3,TUBD1
SERPINE3,UROS
SERPINE3,ZNF226
SERPINE3,ZNF34
SERPINE3,ZNF713
SERPINE3,FAM9B
SERPINE3,FPR1
SERPINE3,HSPA4L
SERPINE3,MIEF1
SERPINE3,TSPAN31
SERPINE3,UBE2G2
SERPINE3,WIPF2
SERPINE3,ZC3H15
SERPINE3,PAOX
SERPINE3,PFAS
ARL10,IGF2R
ARL10,MAP3K3
ARL10,NPTX1
ARL10,BRWD1
ARL10,TMEM170B
ARL10,IGF1R
ARL10,SIN3B
ARL10,GPC3
ARL10,GPR156
ARL10,PITPNM3
ARL10,STOML3
ARL10,CWC25
ARL10,SLC25A25
ARL10,SERPINH1
ARL10,PPP1R11
ARL10,EFHD2
ARL10,CCND1
ARL10,ATXN1L
ARL10,CCL22
ARL10,TSKU
ARL10,SPPL2A
ARL10,PFN1
ARL10,MBD4
ARL10,CASTOR2
ARL10,EVI5
ARL10,ACER2
ARL10,RPL7L1
ARL10,SESN2
ARL10,RPS23
ARL10,SYNM
ARL10,MALT1
ARL10,UBE2D4
ARL10,TRIM71
ARL10,TNRC6A
ARL10,PODXL
ARL10,FOXO1
ARL10,MORF4L1
ARL10,HOXA5
ARL10,RECK
ARL10,PPP1R12A
ARL10,NUP43
ARL10,HOXA9
ARL10,CRAMP1
ARL10,MIGA1
ARL10,DDAH1
ARL10,TNFRSF10A
ARL10,GINM1
ARL10,SPIN4
ARL10,NUP50
ARL10,SYNGR2
ARL10,TUBD1
ARL10,GID4
ARL10,GABRB1
ARL10,STK17B
ARL10,CPE
ARL10,PAK4
ARL10,ANKRD36
ARL10,TRAPPC3L
ARL10,NOTCH2
ARL10,KDM5A
ARL10,EIF4EBP2
ARL10,ASH1L
ARL10,EXOSC2
ARL10,ZNF185
ARL10,ZFAND1
ARL10,USP5
ARL10,ACY1
ARL10,ABHD14A-ACY1
ARL10,MIPOL1
ARL10,WDR33
ARL10,CTSB
ARL10,FOXQ1
ARL10,CCNG1
ARL10,ATP8A2
ARL10,CSNK1D
ARL10,NFIC
ARL10,S100A16
ARL10,SH3BGRL3
ARL10,ZFP36L1
ARL10,IL31RA
ARL10,LOX
ARL10,LRTM1
ARL10,PFKFB3
ARL10,RGS2
ARL10,CDCA7
ARL10,SOX11
ARL10,YOD1
ARL10,FZD6
ARL10,YIPF6
ARL10,KLF6
ARL10,NKAP
ARL10,B4GALT1
ARL10,NT5C1B
ARL10,NT5C1B-RDH14
ARL10,ACTR1A
ARL10,SEMA4C
ARL10,KLHL15
ARL10,ZDHHC18
ARL10,MKI67
ARL10,CPM
ARL10,EIF3F
ARL10,QRFPR
ARL10,NINJ1
ARL10,NPR1
ARL10,ZNF277
ARL10,RNF222
ARL10,NT5C2
ARL10,ABRAXAS1
ARL10,KIF1C
ARL10,CLK4
ARL10,ANKRD62
ARL10,FMC1
ARL10,KCNK6
ARL10,TMEM59
ARL10,PPP1R15B
ARL10,MOB4
ARL10,LSM11
ARL10,ISCA2
ARL10,HSPE1-MOB4
ARL10,FOXH1
ARL10,SMC1A
ARL10,PSAPL1
ARL10,MYO3A
ARL10,GDE1
ARL10,HNRNPDL
ARL10,PABPC4L
ARL10,HSPA12B
ARL10,KCNJ11
ARL10,ZNF556
ARL10,UBXN7
ARL10,STRIP2
ARL10,MED28
ARL10,CBS
ARL10,SNAPC3
ARL10,FRRS1
ARL10,ZNF561
ARL10,RBMS2
ARL10,GALNT2
ARL10,ZDHHC21
ARL10,PCP4L1
ARL10,RD3
ARL10,ELP6
ARL10,HAUS5
ARL10,TTC28
ARL10,SLC38A7
ARL10,DYRK1A
ARL10,PCCB
ARL10,ZNF878
ARL10,STX16
ARL10,LIMD1
ARL10,DCAF7
ARL10,ZNF154
ARL10,RAD51
ARL10,BPNT1
ARL10,DHODH
ARL10,ZBTB8B
ARL10,RAB13
ARL10,NKRF
ARL10,KIAA1328
ARL10,GABPB1
ARL10,FAM102B
ARL10,YTHDC1
ARL10,EHHADH
ARL10,CDT1
ARL10,SNX20
ARL10,TMEM151B
ARL10,KLHL21
ARL10,RPS6KB1
ARL10,UNC5B
ARL10,ERCC1
ARL10,TMX2
ARL10,ZNF394
ARL10,ZNF70
ARL10,APLN
IRAK3,TARBP2
IRAK3,SKI
IRAK3,SAMD9L
IRAK3,ARL5C
IRAK3,UPK2
IRAK3,ADAMTS17
IRAK3,SNX10
IRAK3,SLC35A1
IRAK3,STRN
IRAK3,C6orf120
IRAK3,TEP1
IRAK3,MARCH6
IRAK3,NHSL2
IRAK3,MCM4
IRAK3,SHISA6
IRAK3,PAK2
IRAK3,MSI2
IRAK3,NDUFA6
IRAK3,FRMD5
IRAK3,ZNF440
IRAK3,GPRIN3
IRAK3,SV2C
IRAK3,STK17A
IRAK3,FAM227A
IRAK3,DYRK4
IRAK3,PTGFRN
IRAK3,SLC45A4
IRAK3,PLEKHG4
IRAK3,VPS13A
IRAK3,SCD5
IRAK3,RPS6KA1
IRAK3,REXO1
IRAK3,GCNT3
IRAK3,RAD51
IRAK3,RPL41
IRAK3,SELENON
IRAK3,BTBD3
IRAK3,C5orf51
IRAK3,CCDC115
IRAK3,AFF2
IRAK3,MYL12A
IRAK3,SLC16A6
IRAK3,HAAO
IRAK3,IFNE
IRAK3,ANKRD23
IRAK3,SLC39A10
IRAK3,PMAIP1
IRAK3,GTF3C6
IRAK3,TMEM135
IRAK3,ATP6V1C1
IRAK3,ZFHX3
IRAK3,CHMP4B
IRAK3,BICD2
IRAK3,WNT9A
IRAK3,GRIN2B
IRAK3,EXOC5
IRAK3,FGFR1OP
IRAK3,ZSCAN22
IRAK3,DTWD2
IRAK3,TVP23C
IRAK3,RNF24
IRAK3,ENPP1
IRAK3,ZSWIM7
IRAK3,MB21D1
IRAK3,ZNF70
IRAK3,LRTOMT
IRAK3,MRM3
IRAK3,GOLGA5
IRAK3,RNF115
IRAK3,EDEM3
IRAK3,CCDC36
IRAK3,ALG14
IRAK3,TFDP2
IRAK3,APP
IRAK3,ERO1A
IRAK3,DRAXIN
IRAK3,RANBP6
IRAK3,GATAD2A
IRAK3,HMGA2
IRAK3,MIDN
IRAK3,NCAN
IRAK3,PELP1
IRAK3,C21orf58
IRAK3,IMP4
IRAK3,MDM2
IRAK3,MELK
IRAK3,MICAL2
IRAK3,NANOG
IRAK3,PDE7A
IRAK3,PLEKHG2
IRAK3,PRIM1
IRAK3,PROSER3
IRAK3,RPS28
IRAK3,RRP15
IRAK3,S1PR2
IRAK3,SMIM17
IRAK3,TCF23
IRAK3,TNFRSF13C
IRAK3,TYRO3
IRAK3,WASHC2C
IRAK3,WHAMM
IRAK3,ZNF107
IRAK3,ZNF324B
IRAK3,ZNF878
IRAK3,MPI
GPC1,SP1
GPC1,SCYL3
GPC1,NUP98
GPC1,DYNC1H1
GPC1,RPL15
GPC1,CDK5RAP2
GPC1,ATAD3A
GPC1,HNRNPH1
GPC1,KHSRP
GPC1,PIGB
GPC1,FAM98B
GPC1,RBBP6
GPC1,MED22
GPC1,YBX1
GPC1,HIST2H2AA3
GPC1,ABL1
GPC1,EEF1B2
GPC1,C1orf35
GPC1,TOX3
GPC1,SMCHD1
GPC1,ZNHIT6
GPC1,DYRK1B
GPC1,NUCKS1
GPC1,DNAJA3
GPC1,KIAA0355
GPC1,CALD1
GPC1,HDAC7
GPC1,FPGS
GPC1,LDLR
GPC1,ACLY
GPC1,PARP1
GPC1,ESS2
GPC1,USF1
GPC1,HNRNPAB
GPC1,FXR1
GPC1,NECAP2
GPC1,RPS16
GPC1,POLR2E
GPC1,CCT4
GPC1,LRRFIP1
GPC1,MBTD1
GPC1,PSKH1
GPC1,KDM8
GPC1,DDX23
GPC1,KIF1A
GPC1,SLC2A1
GPC1,MATR3
GPC1,RAPGEF2
GPC1,PPP4R1
GPC1,HSPA8
GPC1,SNRNP200
GPC1,ZNF346
GPC1,SBF1
GPC1,ZSWIM8
GPC1,SCAMP3
GPC1,RB1
GPC1,OSBPL8
GPC1,POLR3D
GPC1,FAM208B
GPC1,GAPDH
GPC1,RAB5C
GPC1,YTHDF1
GPC1,SPAG5
GPC1,EIF3C
GPC1,PSMD1
GPC1,FOPNL
GPC1,DNAAF5
GPC1,ATN1
GPC1,FZD5
GPC1,NOC2L
GPC1,FAF2
GPC1,MAN2A1
GPC1,NRDE2
GPC1,PRRC2C
GPC1,FKBP4
GPC1,KLHDC3
GPC1,DCTN4
GPC1,EEF1D
GPC1,AGAP3
GPC1,MYH9
GPC1,NSD1
GPC1,FHOD1
GPC1,EP300
GPC1,CNOT11
GPC1,KNTC1
GPC1,DESI1
GPC1,RGS12
GPC1,SELENON
GPC1,EIF4B
GPC1,RPAIN
GPC1,ARMC10
GPC1,NSUN2
GPC1,C21orf58
GPC1,COG1
GPC1,POLD3
GPC1,TRIP12
GPC1,HNRNPU
GPC1,PHKA2
GPC1,DDB1
GPC1,ARRB2
GPC1,MARS2
GPC1,KCTD20
GPC1,CSTF2
GPC1,ILF3
GPC1,EDF1
GPC1,CARMIL1
GPC1,ZNF276
GPC1,SCD
GPC1,HUWE1
GPC1,SEC23IP
GPC1,GPI
GPC1,MAD1L1
GPC1,PBX1
GPC1,YARS2
GPC1,VAV3
GPC1,CCT6A
GPC1,HIPK2
GPC1,TRIP6
GPC1,SATB2
GPC1,LRRC41
GPC1,PIK3C3
GPC1,ATP5G2
GPC1,M6PR
GPC1,MRPS25
GPC1,P3H3
GPC1,KPNB1
GPC1,PQBP1
GPC1,PLSCR3
GPC1,STAG1
GPC1,C11orf95
GPC1,PABPC3
GPC1,RCC1
GPC1,PABPC1
GPC1,LEPROTL1
GPC1,CBS
GPC1,ZNF318
GPC1,RAP1GAP2
GPC1,DMTN
GPC1,NELFB
GPC1,LRIG1
GPC1,YWHAE
GPC1,PLOD1
GPC1,FDFT1
GPC1,TKT
GPC1,HIST1H2AI
GPC1,KCTD2
GPC1,PPP6R2
GPC1,LTBP3
GPC1,DHX30
GPC1,UBE2E2
GPC1,ND6
GPC1,SDC1
GPC1,CENPB
GPC1,FBN2
GPC1,HES4
GPC1,LGI2
GPC1,DBN1
GPC1,ETS2
GPC1,DCUN1D5
GPC1,ZNF621
GPC1,E2F3
GPC1,CALR
GPC1,HDAC2
GPC1,PSMD8
GPC1,ELMSAN1
GPC1,SAR1A
GPC1,SIGIRR
GPC1,DDT
GPC1,SUPT5H
GPC1,RPL18A
GPC1,PLEKHO1
GPC1,RAN
GPC1,EIF4H
GPC1,WASH3P
GPC1,ERAL1
GPC1,PSAP
GPC1,TBC1D10B
GPC1,ALYREF
GPC1,RBM7
GPC1,DCTN5
GPC1,NONO
GPC1,NR2F1
GPC1,AKT2
GPC1,KIF22
GPC1,TRIM28
GPC1,UBE2S
GPC1,DNAJC19
GPC1,TTL
GPC1,USP15
GPC1,SMS
GPC1,ESD
GPC1,FLNA
GPC1,SKI
GPC1,DHX9
GPC1,AGO1
GPC1,PALM2
GPC1,WASHC2C
GPC1,GJA3
GPC1,HOXD13
GPC1,LRRC8A
GPC1,COX1
GPC1,RNPS1
GPC1,ITSN2
GPC1,ESPL1
GPC1,PTPRK
GPC1,SIPA1L3
GPC1,JCAD
GPC1,CYFIP2
GPC1,AATF
GPC1,MLX
GPC1,SMCR8
GPC1,SRSF1
GPC1,SNRPD2
GPC1,MID1
GPC1,TXN
GPC1,CTNNBL1
GPC1,HSPA1B
GPC1,UBE2N
GPC1,HOXA10
GPC1,TACC3
GPC1,KREMEN1
GPC1,GIGYF1
GPC1,ANKRD11
GPC1,EWSR1
GPC1,CSNK1E
GPC1,SMC1A
GPC1,SERINC1
GPC1,DNMT1
GPC1,GNA12
GPC1,KANSL1
GPC1,FOXK1
GPC1,GSK3A
GPC1,ZWINT
GPC1,ATP5A1
GPC1,GCN1
GPC1,CCAR2
GPC1,CARNMT1
GPC1,GFPT2
GPC1,GLUL
GPC1,AGPAT3
GPC1,HECTD4
GPC1,EZR
GPC1,PRPF6
GPC1,EFCAB14
GPC1,AKAP13
GPC1,OBSL1
GPC1,LRRC42
GPC1,NAT10
GPC1,PITX1
GPC1,FBXL16
GPC1,SSR2
GPC1,FAM216A
GPC1,BIN3
GPC1,NUP214
GPC1,MICAL1
GPC1,CD3EAP
GPC1,NFIX
GPC1,TMEM59
GPC1,UXT
GPC1,RPS9
GPC1,TNPO3
GPC1,ACTG1
GPC1,HCFC1
GPC1,GRAMD4
GPC1,WDR62
GPC1,LIG1
GPC1,NUDCD3
GPC1,ZNF385A
GPC1,YIPF5
GPC1,TMEM237
GPC1,TRAP1
GPC1,ARPC2
GPC1,WNK1
GPC1,BID
GPC1,GPAT4
GPC1,IFI30
GPC1,RPL18
GPC1,CNTROB
GPC1,NOMO3
GPC1,ZNF146
GPC1,RPLP0
GPC1,MSRB1
GPC1,TMEM50A
GPC1,GOLIM4
GPC1,PFKL
GPC1,SPHK2
GPC1,ILF2
GPC1,HARS
GPC1,NACA
GPC1,DCTN2
GPC1,RAVER2
GPC1,RFC2
GPC1,NPM1
GPC1,RRP1
GPC1,FSTL1
GPC1,CEP170B
GPC1,PEX6
GPC1,KIF1C
GPC1,BTBD9
GPC1,PPP4C
GPC1,LIG3
GPC1,DCAF13
GPC1,BIRC5
GPC1,TCF20
GPC1,NGRN
GPC1,JUN
GPC1,FOXM1
GPC1,ZBTB2
GPC1,GIT1
GPC1,FGFR1
GPC1,EIF5
GPC1,RNF2
GPC1,MYD88
GPC1,IL6
GPC1,PTGER2
GPC1,BBC3
GPC1,MARCKSL1
GPC1,AAR2
GPC1,GFER
GPC1,MRPL17
GPC1,EIF3F
GPC1,ATP5G1
GPC1,SLC35F6
GPC1,CLK4
GPC1,ZNF468
GPC1,RIC8A
GPC1,UGDH
GPC1,SIX4
GPC1,SERPINH1
GPC1,CRAMP1
GPC1,AURKA
GPC1,ZNF610
GPC1,PACS2
GPC1,NIPA1
GPC1,LRRTM2
GPC1,PIWIL1
GPC1,RAB11FIP1
GPC1,ARHGEF39
GPC1,POLR3K
GPC1,FBXL2
GPC1,PCLAF
GPC1,TRMT10B
GPC1,TWSG1
GPC1,ARHGAP22
GPC1,UST
GPC1,SERPINC1
GPC1,PTAFR
GPC1,PRR13
GPC1,PEX26
GPC1,NPTX1
GPC1,HM13
GPC1,MAGEB4
GPC1,IBA57
GPC1,DNPEP
GPC1,ERGIC1
GPC1,ZNF429
GPC1,MYPN
GPC1,ZNF419
GPC1,TMEM70
GPC1,ARSK
GPC1,HNRNPA1L2
GPC1,UTP18
GPC1,SLCO3A1
GPC1,HNRNPA1
GPC1,ALDH6A1
GPC1,ADAM17
GPC1,ORAI2
GPC1,RRP7A
GPC1,KHNYN
GPC1,PTCD1
GPC1,ATP5J2-PTCD1
GPC1,ZNF598
GPC1,DCTPP1
GPC1,TYRO3
GPC1,BACE2
GPC1,RPL34
GPC1,RRM2
GPC1,PDE1B
GPC1,NLRC5
GPC1,FGF21
GPC1,MTHFR
GPC1,FASLG
GPC1,PPM1F
GPC1,CAPN15
GPC1,CENPO
GPC1,DOHH
GPC1,PPIP5K1
GPC1,RMND5A
GPC1,SH3BGRL3
GPC1,TTC22
GPC1,ZNF175
GPC1,NAA10
GPC1,TBC1D14
GPC1,CERS4
GPC1,FAM71F2
GPC1,OSTM1
GPC1,AKT1
GPC1,E2F1
GPC1,MYBL2
GPC1,TGIF2
GPC1,ZCCHC3
GPC1,BTG2
GPC1,MAZ
GPC1,NRBP1
GPC1,IER5
GPC1,CARM1
GPC1,TET3
GPC1,ARL5B
GPC1,KLHL21
GPC1,XRCC6
GPC1,RPRD2
GPC1,ZNF548
GPC1,SESN2
GPC1,CCL22
GPC1,BEST3
GPC1,CFAP65
GPC1,ZNF491
GPC1,RAD51B
GPC1,MYH14
GPC1,ZNF584
GPC1,TJP3
GPC1,CIAPIN1
GPC1,CES3
GPC1,TMPRSS5
GPC1,EIF5AL1
GPC1,QDPR
GPC1,ZFP69B
GPC1,LAX1
GPC1,DISC1
GPC1,TANGO2
GPC1,HOXC4
GPC1,FTSJ3
GPC1,ZNF394
GPC1,PLEKHG2
GPC1,PRR12
GPC1,ZNF557
GPC1,KBTBD12
GPC1,ADA2
GPC1,TMEM209
GPC1,HLA-A
GPC1,ZNF134
GPC1,PPP2R2B
GPC1,SLC29A1
GPC1,FBXL18
GPC1,STOML3
GPC1,TBC1D25
GPC1,TTLL9
GPC1,SAMD10
GPC1,TTF2
GPC1,SERAC1
GPC1,TOMM20
GPC1,TMEM239
GPC1,CAMK2A
GPC1,NOL10
GPC1,MRPL12
GPC1,TLCD2
GPC1,ZNF490
GPC1,FADS6
GPC1,HAVCR2
GPC1,MPLKIP
GPC1,FAM83B
GPC1,NLGN2
GPC1,KCNK3
GPC1,VPS37C
GPC1,HHIP
GPC1,RFT1
GPC1,FAM105A
GPC1,FEM1A
GPC1,IGFBP4
GPC1,RNF157
GPC1,FN3KRP
GPC1,NOA1
GPC1,OPA3
GPC1,DPH2
GPC1,ZNF317
GPC1,ACADL
GPC1,GCDH
GPC1,ZNF740
GPC1,ZFHX3
GPC1,WNT7B
GPC1,WAC
GPC1,UBE2B
GPC1,TP53
GPC1,TMEM184C
GPC1,TBXA2R
GPC1,SRRD
GPC1,SREBF2
GPC1,SH3TC2
GPC1,SFT2D2
GPC1,RPS6KA4
GPC1,RNF111
GPC1,RICTOR
GPC1,RAB2B
GPC1,POTEM
GPC1,POTEG
GPC1,PNPLA6
GPC1,PLXND1
GPC1,PITPNA
GPC1,PHAX
GPC1,PGM2L1
GPC1,PGAM4
GPC1,PDE7B
GPC1,NUP43
GPC1,NOVA2
GPC1,SNU13
GPC1,NGFR
GPC1,NFAT5
GPC1,MORN4
GPC1,MLXIP
GPC1,MINK1
GPC1,MBD6
GPC1,MAVS
GPC1,MAT2A
GPC1,MARK2
GPC1,LRRC20
GPC1,IP6K1
GPC1,HMGXB4
GPC1,EPHB2
GPC1,ENTPD7
GPC1,DPM2
GPC1,DDX19A
GPC1,CYP20A1
GPC1,CTDSP2
GPC1,CTDNEP1
GPC1,CRISPLD2
GPC1,COL5A1
GPC1,CNBP
GPC1,CLSPN
GPC1,ASXL1
GPC1,AMER1
GPC1,AK2
GPC1,AGO2
GPC1,TRAF6
GPC1,HIVEP3
GPC1,CHRDL1
GPC1,NAV2
GPC1,QSOX2
GPC1,CYP2W1
GPC1,EMID1
GPC1,SUMO1
GPC1,AIP
GPC1,GATA6
GPC1,SNX19
GPC1,RAB7A
GPC1,HACE1
GPC1,ZNF70
GPC1,PLEKHA3
GPC1,PGPEP1
GPC1,YIPF2
GPC1,SLC7A5
GPC1,INO80E
GPC1,SIPA1
GPC1,TIGD5
GPC1,NDUFA5
GPC1,MGAT5B
GPC1,PARP11
GPC1,TSPYL4
GPC1,C10orf55
GPC1,NCOR2
GPC1,LINGO3
GPC1,SREBF1
GPC1,CACNB1
GPC1,TM6SF2
GPC1,FAM83H
GPC1,C20orf96
GPC1,B3GALT5
GPC1,CDK14
GPC1,CLSTN1
GPC1,CASZ1
GPC1,CST9
GPC1,DLGAP3
GPC1,MAT1A
GPC1,DNLZ
GPC1,PARS2
GPC1,NKX6-2
GPC1,GPATCH3
GPC1,NAT9
GPC1,PRPF4B
GPC1,STARD3
GPC1,PPFIA3
GPC1,ANKRD45
GPC1,ASCL2
GPC1,TTLL1
GPC1,RBM8A
GPC1,SYNGR1
GPC1,SLITRK5
GPC1,CRLF3
GPC1,SSBP2
GPC1,SCAMP4
GPC1,KRT80
GPC1,ATP2A3
GPC1,PRRT2
GPC1,FN3K
GPC1,TMEM63C
GPC1,PKNOX2
GPC1,ZNF562
GPC1,ISL2
GPC1,HOXB13
GPC1,SLC47A1
GPC1,SSTR1
GPC1,SRCIN1
GPC1,STRN4
GPC1,MSI1
GPC1,PTPRE
GPC1,MLLT1
GPC1,KCNA5
GPC1,DHX40
GPC1,HAUS3
GPC1,C1D
GPC1,CREBL2
GPC1,YAE1D1
GPC1,AQP2
GPC1,MNT
GPC1,SEMA3F
GPC1,ZBTB7B
GPC1,STK11
GPC1,RASD1
GPC1,PHYHIP
GPC1,PHF12
GPC1,NRGN
GPC1,NFIC
GPC1,NEUROD2
GPC1,MEX3A
GPC1,HAP1
GPC1,MIGA2
GPC1,DUSP7
GPC1,CNOT6L
GPC1,BTF3L4
GPC1,BDNF-AS
GPC1,ASB6
GPC1,ARL8A
GPC1,ARHGAP31
GPC1,ANKRD13B
GPC1,IFFO2
GPC1,TAGLN
GPC1,KRT8
GPC1,SNTN
GPC1,PLCG2
GPC1,LONRF3
GPC1,HIST1H2BD
GPC1,ZFP36L1
GPC1,MKNK2
GPC1,SLC25A45
GPC1,CDKN1B
GPC1,METTL14
GPC1,IRAK3
GPC1,PDGFRA
GPC1,TMEM167A
GPC1,NRF1
GPC1,CPM
GPC1,UBL4A
GPC1,DNAH17
GPC1,SUMF2
GPC1,DUSP28
GPC1,RPP30
GPC1,ZNF860
GPC1,ZNF250
GPC1,LSG1
GPC1,ZFAND4
GPC1,ZCCHC8
GPC1,UBXN2A
GPC1,TMEM41B
GPC1,TMEM11
GPC1,SUGT1
GPC1,RAD51
GPC1,NCKIPSD
GPC1,GNG4
GPC1,FBXW2
GPC1,ESCO2
GPC1,DNAJC8
GPC1,DFFA
GPC1,ALG10B
GPC1,PHC1
GPC1,VSTM5
GPC1,BMP3
GPC1,KLF8
GPC1,TSPYL1
GPC1,ADAR
GPC1,TRIM44
GPC1,PLAGL2
GPC1,GCFC2
GPC1,DNAH10OS
GPC1,SLC35E2
GPC1,ATP6V1B1
GPC1,ONECUT3
GPC1,SUSD1
GPC1,GPR173
GPC1,ARPC3
GPC1,THRA
GPC1,GPRC5C
GPC1,C9orf62
GPC1,TPCN2
GPC1,EXOC8
GPC1,DNAJC24
GPC1,RPP25
GPC1,IQSEC3
GPC1,HES6
GPC1,RAB11B
GPC1,ZBTB37
GPC1,UBLCP1
GPC1,ITGA11
GPC1,KIAA1210
GPC1,ATF6
GPC1,RRAD
GPC1,MBL2
GPC1,MRPS16
GPC1,CD40LG
GPC1,SLC16A4
GPC1,AQP6
GPC1,RFTN2
GPC1,UBXN2B
GPC1,STK4
GPC1,NUDT19
GPC1,PRRG4
GPC1,PGAM5
GPC1,AGAP9
GPC1,ZNF665
GPC1,SMAD9
GPC1,ACAA2
GPC1,TRIM65
GPC1,LINC00598
GPC1,STRIP2
GPC1,ZNF878
GPC1,ZNF701
GPC1,TMEM251
GPC1,SLC25A34
GPC1,IGSF6
GPC1,UBE2D4
GPC1,OSBPL10
GPC1,PAPOLA
GPC1,TMPRSS11BNL
GPC1,WIZ
GPC1,XKR4
GPC1,SCD5
GPC1,SPATA5
GPC1,GLP2R
GPC1,TESMIN
GPC1,SYNJ2
GPC1,COL4A3BP
GPC1,TRAF3IP2
GPC1,PCDHB11
GPC1,CDKAL1
GPC1,SGTB
GPC1,NAV1
GPC1,MTMR10
GPC1,MED28
GPC1,IGF1
GPC1,FRRS1
GPC1,DNAL1
GPC1,FBXW8
GPC1,KLLN
GPC1,ATP6V1A
GPC1,DNAH9
GPC1,GRWD1
GPC1,NUP155
GPC1,TIAL1
GPC1,RAP2B
GPC1,PDE7A
GPC1,LRIG2
GPC1,DSEL
GPC1,CD3D
GPC1,WWTR1
GPC1,ZNF280C
GPC1,ZNF324B
GPC1,PLD6
GPC1,PPM1D
GPC1,SLC19A3
GPC1,RBMS2
GPC1,HINT1
GPC1,CRTAP
GPC1,CEP97
GPC1,PPEF2
GPC1,POLR2J3
GPC1,UQCRQ
GPC1,UPK3BL1
GPC1,SNRPD1
GPC1,SLC1A2
GPC1,SLFN12L
GPC1,DOCK7
GPC1,TTC39B
GPC1,PRICKLE1
GPC1,NDUFA4P1
GPC1,GPC4
GPC1,CSTF1
GPC1,CAPZB
GPC1,CHMP1B
GPC1,EBNA1BP2
GPC1,DSN1
GPC1,ZNF284
GPC1,ANGPT4
GPC1,LRRC47
GPC1,FGFR1OP
GPC1,ZNF770
GPC1,WDR75
GPC1,APOBEC3F
GPC1,CCDC77
GPC1,CRIPT
GPC1,TMTC1
GPC1,TBC1D19
GPC1,SSR1
GPC1,PPTC7
GPC1,MOB1B
GPC1,LONRF2
GPC1,ING1
GPC1,HECTD3
GPC1,GCNT4
GPC1,FOSL2
GPC1,FAT3
GPC1,FAM208A
GPC1,CHORDC1
GPC1,ATL3
GPC1,ACAP2
GPC1,KIAA0754
GPC1,SSR3
GPC1,SLC29A4
GPC1,TRIM13
GPC1,CBY3
GPC1,ULBP3
GPC1,BVES
GPC1,HOOK3
GPC1,TRIM66
GPC1,TMPPE
GPC1,ERCC6L2
GPC1,TOX4
GPC1,TRUB2
GPC1,PMPCA
GPC1,SMTNL2
GPC1,PLEKHH1
GPC1,SLC10A6
GPC1,GGCX
GPC1,RNF24
GPC1,PPM1L
GPC1,C10orf76
GPC1,ZNF124
GPC1,MCF2L2
GPC1,CAPN7
GPC1,ZNF500
GPC1,MMAB
GPC1,PLEKHA1
GPC1,RPL7L1
GPC1,THAP5
GPC1,NKRF
GPC1,PLCE1
GPC1,ZNF451
GPC1,NPR1
GPC1,RASSF9
GPC1,SNX1
GPC1,KLHL26
GPC1,CLEC7A
GPC1,HSD17B12
GPC1,AHR
GPC1,ATP1B4
GPC1,CRKL
GPC1,TMEM91
GPC1,CPSF2
GPC1,TOR1AIP2
GPC1,ABI2
GPC1,ITGB3
